        Kinetis series,        Kinetis family,        Kinetis subfamily,        Kinetis product,        Full part name,        Qualification status,        Family identifier,        Key attribute,        Flash memory type,        Program flash size identifier,        Program flash size in KB,        Silicon revision,        Temperature range identifier,        Temperature range min. value,        Temperature range max. value,        Package identifier,        Pin count,        Package name,        Max CPU frequency identifier,        Max CPU frequency value in MHz,        Packaging type,        IO map file name,        Code Warrior Mcu comp. name,        P&E Mirco device ID,        Hw board names,        Core,        CPU Frequency MHz,        SRAM [KB],        Total Flash Memory [KB],        Program Flash [KB],        FlexNVM [KB],        FlexRAM [KB],        Programming Acceleration RAM [KB],        Program Flash Base Address,        Program Flash Block Count,        Program Flash Block Size [KB],        Program Flash Write Unit Size [B],        Program Flash Sector Size [B],        Program Flash Read 1s/Program Section Unit Size [B],        Program Flash Configuration Field Base Address,        Program Flash Configuration Field Size,        FlexNVM Base Address,        FlexNVM Block Count,        FlexNVM Block Size [KB],        FlexNVM Write Unit Size,        FlexNVM Sector Size [B],        FlexNVM Read 1s/Program Section Unit Size [B],        FlexRAM Base Address,        SRAM Lower [B],        SRAM Lower Base Address,        SRAM Upper [B],        SRAM Upper Base Address
K,K1x,K11,K11_50,MK11DN512AVLK5,M,K11,D,N,512,512,A,V,-40,105,LK,80,LQFP,5,50,,MK11DA5,MK11DN512Axxx5,K11DN512AM5,,Cortex-M4,50,64,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K1x,K11,K11_50,MK11DN512AVMC5,M,K11,D,N,512,512,A,V,-40,105,MC,121,MAPBGA,5,50,,MK11DA5,MK11DN512Axxx5,K11DN512AM5,,Cortex-M4,50,64,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K1x,K11,K11_50,MK11DN512VLK5,M,K11,D,N,512,512,,V,-40,105,LK,80,LQFP,5,50,,MK11D5,MK11DN512xxx5,K11DN512M5,,Cortex-M4,50,64,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K1x,K11,K11_50,MK11DN512VMC5,M,K11,D,N,512,512,,V,-40,105,MC,121,MAPBGA,5,50,,MK11D5,MK11DN512xxx5,K11DN512M5,,Cortex-M4,50,64,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K1x,K11,K11_50,MK11DX128AVLK5,M,K11,D,X,128,128,A,V,-40,105,LK,80,LQFP,5,50,,MK11DA5,MK11DX128Axxx5,K11DX128AM5,,Cortex-M4,50,32,192,128,64,4,2,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K1x,K11,K11_50,MK11DX128AVMC5,M,K11,D,X,128,128,A,V,-40,105,MC,121,MAPBGA,5,50,,MK11DA5,MK11DX128Axxx5,K11DX128AM5,,Cortex-M4,50,32,192,128,64,4,2,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K1x,K11,K11_50,MK11DX128VLK5,M,K11,D,X,128,128,,V,-40,105,LK,80,LQFP,5,50,,MK11D5,MK11DX128xxx5,K11DX128M5,,Cortex-M4,50,32,192,128,64,4,2,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K1x,K11,K11_50,MK11DX128VMC5,M,K11,D,X,128,128,,V,-40,105,MC,121,MAPBGA,5,50,,MK11D5,MK11DX128xxx5,K11DX128M5,,Cortex-M4,50,32,192,128,64,4,2,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K1x,K11,K11_50,MK11DX256AVLK5,M,K11,D,X,256,256,A,V,-40,105,LK,80,LQFP,5,50,,MK11DA5,MK11DX256Axxx5,K11DX256AM5,,Cortex-M4,50,32,320,256,64,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K1x,K11,K11_50,MK11DX256AVMC5,M,K11,D,X,256,256,A,V,-40,105,MC,121,MAPBGA,5,50,,MK11DA5,MK11DX256Axxx5,K11DX256AM5,,Cortex-M4,50,32,320,256,64,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K1x,K11,K11_50,MK11DX256VLK5,M,K11,D,X,256,256,,V,-40,105,LK,80,LQFP,5,50,,MK11D5,MK11DX256xxx5,K11DX256M5,,Cortex-M4,50,32,320,256,64,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K1x,K11,K11_50,MK11DX256VMC5,M,K11,D,X,256,256,,V,-40,105,MC,121,MAPBGA,5,50,,MK11D5,MK11DX256xxx5,K11DX256M5,,Cortex-M4,50,32,320,256,64,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K1x,K12,K12_50,MK12DN512VLH5,M,K12,D,N,512,512,,V,-40,105,LH,64,LQFP,5,50,,MK12D5,MK12DN512xxx5,K12DN512M5,,Cortex-M4,50,64,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K1x,K12,K12_50,MK12DN512VLK5,M,K12,D,N,512,512,,V,-40,105,LK,80,LQFP,5,50,,MK12D5,MK12DN512xxx5,K12DN512M5,,Cortex-M4,50,64,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K1x,K12,K12_50,MK12DN512VMC5,M,K12,D,N,512,512,,V,-40,105,MC,121,MAPBGA,5,50,,MK12D5,MK12DN512xxx5,K12DN512M5,,Cortex-M4,50,64,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K1x,K12,K12_50,MK12DX128VLF5,M,K12,D,X,128,128,,V,-40,105,LF,48,LQFP,5,50,,MK12D5,MK12DX128xxx5,K12DX128M5,,Cortex-M4,50,32,192,128,64,4,2,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K1x,K12,K12_50,MK12DX128VLH5,M,K12,D,X,128,128,,V,-40,105,LH,64,LQFP,5,50,,MK12D5,MK12DX128xxx5,K12DX128M5,,Cortex-M4,50,32,192,128,64,4,2,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K1x,K12,K12_50,MK12DX128VLK5,M,K12,D,X,128,128,,V,-40,105,LK,80,LQFP,5,50,,MK12D5,MK12DX128xxx5,K12DX128M5,,Cortex-M4,50,32,192,128,64,4,2,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K1x,K12,K12_50,MK12DX128VMC5,M,K12,D,X,128,128,,V,-40,105,MC,121,MAPBGA,5,50,,MK12D5,MK12DX128xxx5,K12DX128M5,,Cortex-M4,50,32,192,128,64,4,2,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K1x,K12,K12_50,MK12DX256VLF5,M,K12,D,X,256,256,,V,-40,105,LF,48,LQFP,5,50,,MK12D5,MK12DX256xxx5,K12DX256M5,,Cortex-M4,50,32,320,256,64,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K1x,K12,K12_50,MK12DX256VLH5,M,K12,D,X,256,256,,V,-40,105,LH,64,LQFP,5,50,,MK12D5,MK12DX256xxx5,K12DX256M5,,Cortex-M4,50,32,320,256,64,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K1x,K12,K12_50,MK12DX256VLK5,M,K12,D,X,256,256,,V,-40,105,LK,80,LQFP,5,50,,MK12D5,MK12DX256xxx5,K12DX256M5,,Cortex-M4,50,32,320,256,64,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K1x,K12,K12_50,MK12DX256VMC5,M,K12,D,X,256,256,,V,-40,105,MC,121,MAPBGA,5,50,,MK12D5,MK12DX256xxx5,K12DX256M5,,Cortex-M4,50,32,320,256,64,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K2x,K20,K20_50,MK20DN128VFM5,M,K20,D,N,128,128,,V,-40,105,FM,32,QFN,5,50,,MK20D5,MK20DN128xxx5,K20DN128M5,,Cortex-M4,50,16,128,128,,2,1,0x00000000,1,128,4,1024,4,0x400,16,,,,,,,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K2x,K20,K20_50,MK20DN128VFT5,M,K20,D,N,128,128,,V,-40,105,FT,48,QFN,5,50,,MK20D5,MK20DN128xxx5,K20DN128M5,,Cortex-M4,50,16,128,128,,2,1,0x00000000,1,128,4,1024,4,0x400,16,,,,,,,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K2x,K20,K20_50,MK20DN128VLF5,M,K20,D,N,128,128,,V,-40,105,LF,48,LQFP,5,50,,MK20D5,MK20DN128xxx5,K20DN128M5,,Cortex-M4,50,16,128,128,,2,1,0x00000000,1,128,4,1024,4,0x400,16,,,,,,,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K2x,K20,K20_50,MK20DN128VLH5,M,K20,D,N,128,128,,V,-40,105,LH,64,LQFP,5,50,,MK20D5,MK20DN128xxx5,K20DN128M5,,Cortex-M4,50,16,128,128,,2,1,0x00000000,1,128,4,1024,4,0x400,16,,,,,,,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K2x,K20,K20_50,MK20DN128VMP5,M,K20,D,N,128,128,,V,-40,105,MP,64,MAPBGA,5,50,,MK20D5,MK20DN128xxx5,K20DN128M5,,Cortex-M4,50,16,128,128,,2,1,0x00000000,1,128,4,1024,4,0x400,16,,,,,,,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K2x,K20,K20_50,MK20DN32VFM5,M,K20,D,N,32,32,,V,-40,105,FM,32,QFN,5,50,,MK20D5,MK20DN32xxx5,K20DN32M5,,Cortex-M4,50,8,32,32,,2,1,0x00000000,1,32,4,1024,4,0x400,16,,,,,,,0x14000000,4096,0x1FFFF000,4096,0x20000000
K,K2x,K20,K20_50,MK20DN32VFT5,M,K20,D,N,32,32,,V,-40,105,FT,48,QFN,5,50,,MK20D5,MK20DN32xxx5,K20DN32M5,,Cortex-M4,50,8,32,32,,2,1,0x00000000,1,32,4,1024,4,0x400,16,,,,,,,0x14000000,4096,0x1FFFF000,4096,0x20000000
K,K2x,K20,K20_50,MK20DN32VLF5,M,K20,D,N,32,32,,V,-40,105,LF,48,LQFP,5,50,,MK20D5,MK20DN32xxx5,K20DN32M5,,Cortex-M4,50,8,32,32,,2,1,0x00000000,1,32,4,1024,4,0x400,16,,,,,,,0x14000000,4096,0x1FFFF000,4096,0x20000000
K,K2x,K20,K20_50,MK20DN32VLH5,M,K20,D,N,32,32,,V,-40,105,LH,64,LQFP,5,50,,MK20D5,MK20DN32xxx5,K20DN32M5,,Cortex-M4,50,8,32,32,,2,1,0x00000000,1,32,4,1024,4,0x400,16,,,,,,,0x14000000,4096,0x1FFFF000,4096,0x20000000
K,K2x,K20,K20_50,MK20DN32VMP5,M,K20,D,N,32,32,,V,-40,105,MP,64,MAPBGA,5,50,,MK20D5,MK20DN32xxx5,K20DN32M5,,Cortex-M4,50,8,32,32,,2,1,0x00000000,1,32,4,1024,4,0x400,16,,,,,,,0x14000000,4096,0x1FFFF000,4096,0x20000000
K,K2x,K20,K20_100,MK20DN512VLK10,M,K20,D,N,512,512,,V,-40,105,LK,80,LQFP,10,100,,MK20D10,MK20DN512xxx10,K20DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K20,K20_100,MK20DN512VLL10,M,K20,D,N,512,512,,V,-40,105,LL,100,LQFP,10,100,,MK20D10,MK20DN512xxx10,K20DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K20,K20_100,MK20DN512VLQ10,M,K20,D,N,512,512,,V,-40,105,LQ,144,LQFP,10,100,,MK20D10,MK20DN512xxx10,K20DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K20,K20_100,MK20DN512VMB10,M,K20,D,N,512,512,,V,-40,105,MB,81,MAPBGA,10,100,,MK20D10,MK20DN512xxx10,K20DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K20,K20_100,MK20DN512VMC10,M,K20,D,N,512,512,,V,-40,105,MC,121,MAPBGA,10,100,,MK20D10,MK20DN512xxx10,K20DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K20,K20_100,MK20DN512VMD10,M,K20,D,N,512,512,,V,-40,105,MD,144,MAPBGA,10,100,,MK20D10,MK20DN512xxx10,K20DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K20,K20_100,MK20DN512ZVLK10,M,K20,D,N,512,512,Z,V,-40,105,LK,80,LQFP,10,100,,MK20DZ10,MK20DN512Zxxx10,K20DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K20,K20_100,MK20DN512ZVLL10,M,K20,D,N,512,512,Z,V,-40,105,LL,100,LQFP,10,100,,MK20DZ10,MK20DN512Zxxx10,K20DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K20,K20_100,MK20DN512ZVLQ10,M,K20,D,N,512,512,Z,V,-40,105,LQ,144,LQFP,10,100,,MK20DZ10,MK20DN512Zxxx10,K20DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K20,K20_100,MK20DN512ZVMB10,M,K20,D,N,512,512,Z,V,-40,105,MB,81,MAPBGA,10,100,,MK20DZ10,MK20DN512Zxxx10,K20DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K20,K20_100,MK20DN512ZVMC10,M,K20,D,N,512,512,Z,V,-40,105,MC,121,MAPBGA,10,100,,MK20DZ10,MK20DN512Zxxx10,K20DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K20,K20_100,MK20DN512ZVMD10,M,K20,D,N,512,512,Z,V,-40,105,MD,144,MAPBGA,10,100,,MK20DZ10,MK20DN512Zxxx10,K20DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K20,K20_50,MK20DN64VFM5,M,K20,D,N,64,64,,V,-40,105,FM,32,QFN,5,50,,MK20D5,MK20DN64xxx5,K20DN64M5,,Cortex-M4,50,16,64,64,,2,1,0x00000000,1,64,4,1024,4,0x400,16,,,,,,,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K2x,K20,K20_50,MK20DN64VFT5,M,K20,D,N,64,64,,V,-40,105,FT,48,QFN,5,50,,MK20D5,MK20DN64xxx5,K20DN64M5,,Cortex-M4,50,16,64,64,,2,1,0x00000000,1,64,4,1024,4,0x400,16,,,,,,,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K2x,K20,K20_50,MK20DN64VLF5,M,K20,D,N,64,64,,V,-40,105,LF,48,LQFP,5,50,,MK20D5,MK20DN64xxx5,K20DN64M5,,Cortex-M4,50,16,64,64,,2,1,0x00000000,1,64,4,1024,4,0x400,16,,,,,,,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K2x,K20,K20_50,MK20DN64VLH5,M,K20,D,N,64,64,,V,-40,105,LH,64,LQFP,5,50,,MK20D5,MK20DN64xxx5,K20DN64M5,,Cortex-M4,50,16,64,64,,2,1,0x00000000,1,64,4,1024,4,0x400,16,,,,,,,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K2x,K20,K20_50,MK20DN64VMP5,M,K20,D,N,64,64,,V,-40,105,MP,64,MAPBGA,5,50,,MK20D5,MK20DN64xxx5,K20DN64M5,,Cortex-M4,50,16,64,64,,2,1,0x00000000,1,64,4,1024,4,0x400,16,,,,,,,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K2x,K20,K20_50,MK20DX128VFM5,M,K20,D,X,128,128,,V,-40,105,FM,32,QFN,5,50,,MK20D5,MK20DX128xxx5,K20DX128M5,,Cortex-M4,50,16,160,128,32,2,1,0x00000000,1,128,4,1024,4,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K2x,K20,K20_50,MK20DX128VFT5,M,K20,D,X,128,128,,V,-40,105,FT,48,QFN,5,50,,MK20D5,MK20DX128xxx5,K20DX128M5,,Cortex-M4,50,16,160,128,32,2,1,0x00000000,1,128,4,1024,4,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K2x,K20,K20_50,MK20DX128VLF5,M,K20,D,X,128,128,,V,-40,105,LF,48,LQFP,5,50,,MK20D5,MK20DX128xxx5,K20DX128M5,,Cortex-M4,50,16,160,128,32,2,1,0x00000000,1,128,4,1024,4,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K2x,K20,K20_50,MK20DX128VLH5,M,K20,D,X,128,128,,V,-40,105,LH,64,LQFP,5,50,,MK20D5,MK20DX128xxx5,K20DX128M5,,Cortex-M4,50,16,160,128,32,2,1,0x00000000,1,128,4,1024,4,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K2x,K20,K20_72,MK20DX128VLH7,M,K20,D,X,128,128,,V,-40,105,LH,64,LQFP,7,72,,MK20D7,MK20DX128xxx7,K20DX128M7,,Cortex-M4,72,32,160,128,32,2,1,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K2x,K20,K20_72,MK20DX128VLK7,M,K20,D,X,128,128,,V,-40,105,LK,80,LQFP,7,72,,MK20D7,MK20DX128xxx7,K20DX128M7,,Cortex-M4,72,32,160,128,32,2,1,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K2x,K20,K20_72,MK20DX128VLL7,M,K20,D,X,128,128,,V,-40,105,LL,100,LQFP,7,72,,MK20D7,MK20DX128xxx7,K20DX128M7,,Cortex-M4,72,32,160,128,32,2,1,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K2x,K20,K20_100,MK20DX128VLQ10,M,K20,D,X,128,128,,V,-40,105,LQ,144,LQFP,10,100,,MK20D10,MK20DX128xxx10,K20DX128M10,,Cortex-M4,100,32,256,128,128,4,2,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,128,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K2x,K20,K20_72,MK20DX128VMB7,M,K20,D,X,128,128,,V,-40,105,MB,81,MAPBGA,7,72,,MK20D7,MK20DX128xxx7,K20DX128M7,,Cortex-M4,72,32,160,128,32,2,1,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K2x,K20,K20_72,MK20DX128VMC7,M,K20,D,X,128,128,,V,-40,105,MC,121,MAPBGA,7,72,,MK20D7,MK20DX128xxx7,K20DX128M7,,Cortex-M4,72,32,160,128,32,2,1,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K2x,K20,K20_100,MK20DX128VMD10,M,K20,D,X,128,128,,V,-40,105,MD,144,MAPBGA,10,100,,MK20D10,MK20DX128xxx10,K20DX128M10,,Cortex-M4,100,32,256,128,128,4,2,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,128,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K2x,K20,K20_50,MK20DX128VMP5,M,K20,D,X,128,128,,V,-40,105,MP,64,MAPBGA,5,50,,MK20D5,MK20DX128xxx5,K20DX128M5,,Cortex-M4,50,16,160,128,32,2,1,0x00000000,1,128,4,1024,4,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K2x,K20,K20_100,MK20DX128ZVLQ10,M,K20,D,X,128,128,Z,V,-40,105,LQ,144,LQFP,10,100,,MK20DZ10,MK20DX128Zxxx10,K20DX128ZM10,,Cortex-M4,100,32,256,128,128,4,2,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,128,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K2x,K20,K20_100,MK20DX128ZVMD10,M,K20,D,X,128,128,Z,V,-40,105,MD,144,MAPBGA,10,100,,MK20DZ10,MK20DX128Zxxx10,K20DX128ZM10,,Cortex-M4,100,32,256,128,128,4,2,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,128,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K2x,K20,K20_72,MK20DX256VLH7,M,K20,D,X,256,256,,V,-40,105,LH,64,LQFP,7,72,,MK20D7,MK20DX256xxx7,K20DX256M7,,Cortex-M4,72,64,288,256,32,2,1,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K2x,K20,K20_100,MK20DX256VLK10,M,K20,D,X,256,256,,V,-40,105,LK,80,LQFP,10,100,,MK20D10,MK20DX256xxx10,K20DX256M10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K2x,K20,K20_72,MK20DX256VLK7,M,K20,D,X,256,256,,V,-40,105,LK,80,LQFP,7,72,,MK20D7,MK20DX256xxx7,K20DX256M7,,Cortex-M4,72,64,288,256,32,2,1,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K2x,K20,K20_100,MK20DX256VLL10,M,K20,D,X,256,256,,V,-40,105,LL,100,LQFP,10,100,,MK20D10,MK20DX256xxx10,K20DX256M10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K2x,K20,K20_72,MK20DX256VLL7,M,K20,D,X,256,256,,V,-40,105,LL,100,LQFP,7,72,,MK20D7,MK20DX256xxx7,K20DX256M7,,Cortex-M4,72,64,288,256,32,2,1,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K2x,K20,K20_100,MK20DX256VLQ10,M,K20,D,X,256,256,,V,-40,105,LQ,144,LQFP,10,100,,MK20D10,MK20DX256xxx10,K20DX256M10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K2x,K20,K20_72,MK20DX256VMB7,M,K20,D,X,256,256,,V,-40,105,MB,81,MAPBGA,7,72,,MK20D7,MK20DX256xxx7,K20DX256M7,,Cortex-M4,72,64,288,256,32,2,1,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K2x,K20,K20_100,MK20DX256VMC10,M,K20,D,X,256,256,,V,-40,105,MC,121,MAPBGA,10,100,,MK20D10,MK20DX256xxx10,K20DX256M10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K2x,K20,K20_72,MK20DX256VMC7,M,K20,D,X,256,256,,V,-40,105,MC,121,MAPBGA,7,72,,MK20D7,MK20DX256xxx7,K20DX256M7,,Cortex-M4,72,64,288,256,32,2,1,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K2x,K20,K20_100,MK20DX256VMD10,M,K20,D,X,256,256,,V,-40,105,MD,144,MAPBGA,10,100,,MK20D10,MK20DX256xxx10,K20DX256M10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K2x,K20,K20_100,MK20DX256ZVLK10,M,K20,D,X,256,256,Z,V,-40,105,LK,80,LQFP,10,100,,MK20DZ10,MK20DX256Zxxx10,K20DX256ZM10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K2x,K20,K20_100,MK20DX256ZVLL10,M,K20,D,X,256,256,Z,V,-40,105,LL,100,LQFP,10,100,,MK20DZ10,MK20DX256Zxxx10,K20DX256ZM10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K2x,K20,K20_100,MK20DX256ZVLQ10,M,K20,D,X,256,256,Z,V,-40,105,LQ,144,LQFP,10,100,,MK20DZ10,MK20DX256Zxxx10,K20DX256ZM10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
